target_id,dataset_id_rdkit,dataset_id,n_rows,pref_name,organism
CHEMBL3243,3155,32022,272,Leukocyte common antigen,Homo sapiens
CHEMBL3247,3158,32048,777,HMG-CoA reductase,Rattus norvegicus
CHEMBL325,3160,32121,1891,Histone deacetylase 1,Homo sapiens
CHEMBL3250,3161,32027,157,Lysophosphatidic acid receptor Edg-7,Homo sapiens
CHEMBL3251,3162,32028,89,Nuclear factor NF-kappa-B p105 subunit,Homo sapiens
CHEMBL3252,3163,32029,172,Beta-1 adrenergic receptor,Rattus norvegicus
CHEMBL3253,3164,32030,93,Serum albumin,Homo sapiens
CHEMBL3254,3165,32031,190,Monoamine oxidase A,Bos taurus
CHEMBL3255,3166,32032,31,Activating transcription factor 1,Homo sapiens
CHEMBL326,3170,32056,737,Alpha-1d adrenergic receptor,Rattus norvegicus
CHEMBL3262,3172,32036,78,Lanosterol synthase,Rattus norvegicus
CHEMBL3263,3173,32037,68,Histamine H3 receptor,Mus musculus
CHEMBL3267,3175,32090,1273,PI3-kinase p110-gamma subunit,Homo sapiens
CHEMBL3268,3176,32040,199,PI4-kinase beta subunit,Homo sapiens
CHEMBL327,3177,32041,59,Alpha-2a adrenergic receptor,Rattus norvegicus
CHEMBL3272,3178,32042,157,Cathepsin L2,Homo sapiens
CHEMBL3278,3182,32045,39,Ghrelin receptor,Rattus norvegicus
CHEMBL3286,3186,32084,1002,Urokinase-type plasminogen activator,Homo sapiens
CHEMBL329,3190,32052,146,Type-1A angiotensin II receptor,Rattus norvegicus
CHEMBL3290,3191,32053,120,Ephrin type-B receptor 2,Homo sapiens
CHEMBL3295,3193,32054,42,Pepsin A,Homo sapiens
CHEMBL330,3195,32075,802,Glutamate (NMDA) receptor subunit zeta 1,Rattus norvegicus
CHEMBL3305,3198,32055,105,Testis-specific androgen-binding protein,Homo sapiens
CHEMBL3308,3199,32059,200,Caspase-6,Homo sapiens
CHEMBL3309,3200,32057,62,Neuropeptide Y receptor type 2,Rattus norvegicus
CHEMBL331,3201,32070,603,Cyclin-dependent kinase 4,Homo sapiens
CHEMBL3310,3202,32060,77,Histone deacetylase 11,Homo sapiens
CHEMBL3313,3240,32062,88,Vesicular acetylcholine transporter,Torpedo californica
CHEMBL3314,3241,32064,248,Alpha-chymotrypsin,Bos taurus
CHEMBL3317,3242,32063,32,5-lipoxygenase,Solanum tuberosum
CHEMBL3318,3243,32065,318,Tyrosinase,Agaricus bisporus
CHEMBL332,3245,33133,3459,Matrix metalloproteinase-1,Homo sapiens
CHEMBL3321,3247,32066,89,Monoglyceride lipase,Rattus norvegicus
CHEMBL3325,3250,32068,31,"Oligopeptide transporter, kidney isoform",Rattus norvegicus
CHEMBL3326,3251,32069,46,Beta-lactamase L1,Stenotrophomonas maltophilia
CHEMBL333,3254,33502,3617,Matrix metalloproteinase-2,Homo sapiens
CHEMBL3332,3256,32072,373,ADAM17,Sus scrofa
CHEMBL3333,3257,32073,74,Phosphodiesterase 4A,Sus scrofa
CHEMBL3335,3259,32076,56,Cytochrome P450 2B1,Rattus norvegicus
CHEMBL3337,3261,32077,102,Vascular endothelial growth factor receptor 2,Mus musculus
CHEMBL3338,3262,32081,237,Squalene synthetase,Homo sapiens
CHEMBL3344,3264,32078,65,Fatty acid binding protein muscle,Homo sapiens
CHEMBL3345,3265,32079,32,3-dehydroquinate dehydratase,Mycobacterium tuberculosis
CHEMBL3348,3267,32082,60,Heme oxygenase 2,Rattus norvegicus
CHEMBL3349,3268,32083,101,Cathepsin K,Oryctolagus cuniculus
CHEMBL335,3269,32234,2063,Protein-tyrosine phosphatase 1B,Homo sapiens
CHEMBL3351,3271,32086,260,Acetyl-CoA carboxylase 1,Homo sapiens
CHEMBL3356,3274,32118,1275,Cytochrome P450 1A2,Homo sapiens
CHEMBL3357,3275,32100,656,Interleukin-1 receptor-associated kinase 1,Homo sapiens
CHEMBL3358,3276,32114,837,Monoamine oxidase A,Rattus norvegicus
CHEMBL3359,3277,32091,202,Formyl peptide receptor 1,Homo sapiens
CHEMBL3360,3278,32097,344,Adenosine A3 receptor,Rattus norvegicus
CHEMBL3361,3279,32093,114,Dopamine D4 receptor,Rattus norvegicus
CHEMBL3363,3280,32092,61,Protein-glutamine glutamyltransferase E,Homo sapiens
CHEMBL3367,3283,32095,73,Methionyl-tRNA synthetase,Escherichia coli K-12
CHEMBL3368,3284,32096,118,Glucocorticoid receptor,Rattus norvegicus
CHEMBL3369,3285,32102,407,Neprilysin,Rattus norvegicus
CHEMBL3371,3286,32349,2408,Serotonin 6 (5-HT6) receptor,Homo sapiens
CHEMBL3372,3287,32098,32,Serotonin 6 (5-HT6) receptor,Rattus norvegicus
CHEMBL3373,3288,32099,62,Beta-2 adrenergic receptor,Bos taurus
CHEMBL3374,3289,32101,301,Angiotensin II type 1a (AT-1a) receptor,Bos taurus
CHEMBL3377,3290,32103,208,Neuraminidase,Influenza B virus (strain B/Lee/1940)
CHEMBL3378,3291,32105,116,Tumor necrosis factor receptor R1,Homo sapiens
CHEMBL338,3293,32635,2897,Dopamine transporter,Rattus norvegicus
CHEMBL3381,3294,32104,45,Small conductance calcium-activated potassium channel protein 3,Homo sapiens
CHEMBL3382,3295,32106,36,Phosphodiesterase 4B,Rattus norvegicus
CHEMBL3383,3296,32107,35,Carboxylesterase,Sus scrofa
CHEMBL3384,3297,32108,96,Protein kinase N1,Homo sapiens
CHEMBL3385,3298,32110,201,MAP kinase ERK1,Homo sapiens
CHEMBL339,3301,33508,4378,Dopamine D2 receptor,Rattus norvegicus
CHEMBL3392,3304,32112,143,Thermolysin,Bacillus thermoproteolyticus
CHEMBL3393,3305,32113,43,"Acetyl-CoA acetyltransferase, mitochondrial",Rattus norvegicus
CHEMBL3394,3306,32115,248,Tubulin beta chain,Bos taurus
CHEMBL3397,3309,32309,2212,Cytochrome P450 2C9,Homo sapiens
CHEMBL3399,3310,32117,88,Sodium channel protein type II alpha subunit,Rattus norvegicus
CHEMBL340,3311,33500,3649,Cytochrome P450 3A4,Homo sapiens
CHEMBL3401,3312,32119,221,Pregnane X receptor,Homo sapiens
CHEMBL3402,3313,32120,700,Alkaline phosphatase placental-like,Homo sapiens
CHEMBL3403,3314,32122,233,Butyrylcholinesterase,Rattus norvegicus
CHEMBL3412,3321,32126,31,Matrix metalloproteinase 11,Mus musculus
CHEMBL3413,3322,32127,34,Ecdysone receptor,Aedes aegypti
CHEMBL3414,3323,32128,60,Human herpesvirus 5 DNA polymerase,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)
CHEMBL3415,3324,32129,75,Thymidine kinase,Human herpesvirus 2
CHEMBL3416,3325,32130,45,Human herpesvirus 2 protease,Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus2)
CHEMBL3419,3326,32133,97,Carboxypeptidase B2 isoform A,Homo sapiens
CHEMBL3421,3329,32132,32,Phosphodiesterase 1A,Homo sapiens
CHEMBL3422,3365,32134,30,Steroid 5-alpha-reductase 1,Rattus norvegicus
CHEMBL3423,3366,32136,211,Methionine aminopeptidase,Escherichia coli K-12
CHEMBL3426,3369,32148,466,Serotonin 5a (5-HT5a) receptor,Homo sapiens
CHEMBL3427,3370,32137,167,Dopamine D2 receptor,Mus musculus
CHEMBL3429,3372,32139,92,Estrogen-related receptor alpha,Homo sapiens
CHEMBL3433,3375,32143,182,Neurokinin 2 receptor,Oryctolagus cuniculus
CHEMBL3436,3376,32142,48,Phenylalanyl-tRNA synthetase alpha chain,Staphylococcus aureus
CHEMBL3437,3377,32144,138,"Amine oxidase, copper containing",Homo sapiens
CHEMBL3438,3378,32164,864,Protein kinase C zeta,Homo sapiens
CHEMBL3439,3379,32145,59,Aminopeptidase A,Homo sapiens
CHEMBL344,3380,32854,3048,Melanin-concentrating hormone receptor 1,Homo sapiens
CHEMBL3446,3382,32149,128,Serotonin 2a (5-HT2a) receptor,Bos taurus
CHEMBL3455,3388,32154,147,Anandamide amidohydrolase,Mus musculus
CHEMBL3456,3389,32152,54,Progesterone receptor,Oryctolagus cuniculus
CHEMBL3457,3390,32153,68,Kynurenine 3-monooxygenase,Rattus norvegicus
CHEMBL3459,3391,32159,397,Serotonin 1b (5-HT1b) receptor,Rattus norvegicus
CHEMBL3461,3393,32156,51,Neuronal acetylcholine receptor protein alpha-10 subunit,Rattus norvegicus
CHEMBL3464,3395,32160,471,"Nitric oxide synthase, inducible",Mus musculus
CHEMBL3465,3396,32157,151,Sigma opioid receptor,Mus musculus
CHEMBL3467,3397,32158,101,P-glycoprotein 1,Mus musculus
CHEMBL3468,3398,32161,406,Caspase-7,Homo sapiens
CHEMBL3471,3399,32175,881,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1
CHEMBL3473,3401,32195,1100,C-C chemokine receptor type 3,Homo sapiens
CHEMBL3474,3402,32162,422,Phospholipase A2 group IIA,Homo sapiens
CHEMBL3475,3403,32163,248,Plasminogen activator inhibitor-1,Homo sapiens
CHEMBL3476,3404,32181,714,Inhibitor of nuclear factor kappa B kinase alpha subunit,Homo sapiens
CHEMBL3478,3406,32166,203,Phosphodiesterase 5A,Bos taurus
CHEMBL3480,3408,32167,31,Chitin synthase 1,Candida albicans
CHEMBL3481,3409,32168,86,Carboxypeptidase A1,Bos taurus
CHEMBL3482,3410,32169,43,Beta-galactosidase,Bos taurus
CHEMBL3486,3412,32170,119,Dihydroorotate dehydrogenase,Plasmodium falciparum
CHEMBL3490,3414,32172,273,11-beta-hydroxysteroid dehydrogenase 2,Mus musculus
CHEMBL3492,3416,32174,51,Proteasome Macropain subunit,Homo sapiens
CHEMBL3499,3419,32176,41,Beta-lactamase class C,Enterobacter cloacae
CHEMBL3501,3421,32191,731,Cholecystokinin A receptor,Cavia porcellus
CHEMBL3503,3423,32177,56,"Glutamate receptor ionotropic, AMPA 2",Rattus norvegicus
CHEMBL3504,3424,32178,41,"Glutamate receptor ionotropic, AMPA 3",Rattus norvegicus
CHEMBL3505,3425,32179,40,"Glutamate receptor ionotropic, AMPA 4",Rattus norvegicus
CHEMBL3508,3427,32185,540,Cholecystokinin B receptor,Rattus norvegicus
CHEMBL3510,3429,32182,397,Carbonic anhydrase XIV,Homo sapiens
CHEMBL3513,3431,32184,68,Acidic alpha-glucosidase,Rattus norvegicus
CHEMBL3514,3432,32190,296,LDL-associated phospholipase A2,Homo sapiens
CHEMBL3516,3433,32186,60,Vascular endothelial growth factor receptor 1,Mus musculus
CHEMBL3520,3436,32188,91,Envelope polyprotein GP160,Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1)
CHEMBL3521,3437,32189,131,Receptor-type tyrosine-protein phosphatase F (LAR),Homo sapiens
CHEMBL3522,3438,32199,389,Cytochrome P450 17A1,Homo sapiens
CHEMBL3524,3439,32196,338,Histone deacetylase 4,Homo sapiens
CHEMBL3526,3441,32193,115,Muscle glycogen phosphorylase,Homo sapiens
CHEMBL3528,3442,32194,31,Neutral sphingomyelinase,Rattus norvegicus
CHEMBL3529,3443,32214,457,Inhibitor of nuclear factor kappa B kinase epsilon subunit,Homo sapiens
CHEMBL3530,3444,32197,79,Dual specificity mitogen-activated protein kinase kinase 7,Homo sapiens
CHEMBL3534,3446,32198,51,Dolichyl-phosphate-mannose--protein mannosyltransferase 1,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
CHEMBL3535,3447,32202,112,Phosphodiesterase 9A,Homo sapiens
CHEMBL3541,3450,32201,63,Histone deacetylase HD1B,Zea mays
CHEMBL3542,3451,32204,79,Serine/threonine-protein kinase NIM1,Homo sapiens
CHEMBL3544,3453,32210,205,Orphan nuclear receptor LRH-1,Homo sapiens
CHEMBL3548,3455,32208,83,Peptide N-myristoyltransferase 1,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
CHEMBL3553,3493,32221,862,Tyrosine-protein kinase TYK2,Homo sapiens
CHEMBL3559,3497,32213,354,Steryl-sulfatase,Homo sapiens
CHEMBL3561,3499,32209,53,GABA receptor rho-1 subunit,Homo sapiens
CHEMBL3563,3500,32217,482,Cruzipain,Trypanosoma cruzi
CHEMBL3564,3501,32211,89,Taq polymerase 1,Thermus aquaticus
CHEMBL3565,3502,32212,56,Dihydrofolate reductase,Neisseria gonorrhoeae
CHEMBL3568,3503,32233,948,"Nitric-oxide synthase, brain",Homo sapiens
CHEMBL3569,3504,32215,36,Squalene-hopene cyclase,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC27009 / DSM 446 / 104-1A) (Bacillus acidocaldarius)
CHEMBL3570,3505,32216,32,Neurotensin receptor 1,Mus musculus
CHEMBL3571,3506,32319,1627,Cannabinoid CB1 receptor,Rattus norvegicus
CHEMBL3572,3507,32226,801,Cholesteryl ester transfer protein,Homo sapiens
CHEMBL3575,3509,32218,49,RNase L,Homo sapiens
CHEMBL3582,3512,32219,427,Protein kinase C epsilon,Homo sapiens
CHEMBL3587,3513,32250,927,Dual specificity mitogen-activated protein kinase kinase 1,Homo sapiens
CHEMBL3589,3514,32225,430,Adenosine kinase,Homo sapiens
CHEMBL3590,3515,32222,187,Hormone sensitive lipase,Homo sapiens
CHEMBL3592,3516,32223,65,Squalene monooxygenase,Homo sapiens
CHEMBL3593,3517,32224,126,Lanosterol synthase,Homo sapiens
CHEMBL3594,3518,32327,1492,Carbonic anhydrase IX,Homo sapiens
CHEMBL3595,3519,32227,30,"Glutamate receptor ionotropic, AMPA 3",Homo sapiens
CHEMBL3596,3520,32229,52,Gastrin releasing peptide receptor,Mus musculus
CHEMBL3597,3521,32228,40,Serotonin 5a (5-HT5a) receptor,Mus musculus
CHEMBL3602,3522,32254,752,Sigma opioid receptor,Rattus norvegicus
CHEMBL3604,3523,32230,85,Protein kinase C gamma,Rattus norvegicus
CHEMBL3607,3525,32231,93,Glutamate receptor ionotropic kainate 2,Rattus norvegicus
CHEMBL3608,3526,32232,65,Epidermal growth factor receptor erbB1,Mus musculus
CHEMBL3614,3528,32235,294,Kappa opioid receptor,Rattus norvegicus
CHEMBL3616,3529,32239,309,Protein kinase C eta,Homo sapiens
CHEMBL3619,3532,32237,40,UDP-glucuronosyltransferase 1A4,Homo sapiens
CHEMBL3621,3533,32238,90,Nociceptin receptor,Mus musculus
CHEMBL3622,3534,32310,1191,Cytochrome P450 2C19,Homo sapiens
CHEMBL3623,3535,32240,170,Quinone reductase 1),Homo sapiens
CHEMBL3629,3537,32280,939,Casein kinase II alpha,Homo sapiens
CHEMBL3636,3540,32243,177,Neuromedin B receptor,Homo sapiens
CHEMBL3637,3541,32244,62,Alpha-1a adrenergic receptor,Oryctolagus cuniculus
CHEMBL3638,3542,32245,48,RAS guanyl releasing protein 3,Homo sapiens
CHEMBL3640,3543,32246,55,3-oxoacyl-[acyl-carrier-protein] synthase III,Mycobacterium tuberculosis
CHEMBL3646,3546,32249,58,Secreted effector protein,Yersinia pestis
CHEMBL3649,3547,32251,267,Xanthine dehydrogenase,Bos taurus
CHEMBL3650,3548,32486,1932,Fibroblast growth factor receptor 1,Homo sapiens
CHEMBL3652,3550,32253,33,Beta-lactamase TEM,Enterobacter cloacae
CHEMBL3655,3551,32256,270,Tyrosine-protein kinase SRC,Gallus gallus
CHEMBL3656,3552,32255,116,Coagulation factor X,Bos taurus
CHEMBL3658,3554,32258,226,Tubulin alpha chain,Sus scrofa
CHEMBL3660,3555,32257,70,Vitronectin receptor alpha,Homo sapiens
CHEMBL3663,3556,32266,274,Growth factor receptor-bound protein 2,Homo sapiens
CHEMBL3666,3557,32259,51,Serotonin 3a (5-HT3a) receptor,Cavia porcellus
CHEMBL3674,3565,32261,32,Fatty acid binding protein epidermal,Homo sapiens
CHEMBL3676,3567,32262,62,C-C chemokine receptor type 5,Mus musculus
CHEMBL3683,3570,32264,134,Glutamate receptor ionotropic kainate 2,Homo sapiens
CHEMBL3687,3573,32270,173,Arachidonate 12-lipoxygenase,Homo sapiens
CHEMBL3690,3575,32269,49,GAR transformylase,Mus musculus
CHEMBL3691,3576,32272,164,Autotaxin,Homo sapiens
CHEMBL3693,3577,32271,66,Farnesyl pyrophosphate synthase,Leishmania donovani
CHEMBL3699,3580,32273,42,GABA transporter 4,Mus musculus
CHEMBL3706,3619,32387,1529,ADAM17,Homo sapiens
CHEMBL3709,3622,32277,59,Growth hormone-releasing hormone receptor,Rattus norvegicus
CHEMBL3710,3623,32288,669,Prostanoid EP3 receptor,Homo sapiens
CHEMBL3717,3627,32713,2442,Hepatocyte growth factor receptor,Homo sapiens
CHEMBL3718,3628,32281,48,Uridine phosphorylase 1,Mus musculus
CHEMBL3719,3629,32283,273,Melanocortin receptor 4,Mus musculus
CHEMBL3720,3630,32284,47,ATP-citrate synthase,Homo sapiens
CHEMBL3721,3631,32285,151,Cytochrome P450 2C8,Homo sapiens
CHEMBL3724,3632,32286,103,Lysophosphatidic acid receptor Edg-4,Homo sapiens
CHEMBL3726,3633,32287,39,Thymidine phosphorylase,Escherichia coli K-12
CHEMBL3728,3635,32292,267,Serum albumin,Bos taurus
CHEMBL3729,3636,32297,328,Carbonic anhydrase IV,Homo sapiens
CHEMBL3733,3639,32290,50,Muscarinic acetylcholine receptor M1,Mus musculus
CHEMBL3735,3640,32291,186,Vascular cell adhesion protein 1,Homo sapiens
CHEMBL3736,3641,32293,66,Angiotensin-converting enzyme 2,Homo sapiens
CHEMBL3737,3642,32294,70,Serotonin 1a (5-HT1a) receptor,Mus musculus
CHEMBL3738,3643,32295,47,Leukotriene A4 hydrolase,Mus musculus
CHEMBL3740,3645,32299,56,Poly [ADP-ribose] polymerase-1,Mus musculus
CHEMBL3744,3648,32301,64,Glutamate receptor ionotropic kainate 3,Rattus norvegicus
CHEMBL3746,3650,32311,396,11-beta-hydroxysteroid dehydrogenase 2,Homo sapiens
CHEMBL3751,3655,32304,32,Estrogen-related receptor beta,Homo sapiens
CHEMBL3753,3656,32306,136,"Glutamate receptor ionotropic, AMPA 1",Rattus norvegicus
CHEMBL3754,3657,32305,55,Beta-2 adrenergic receptor,Rattus norvegicus
CHEMBL3759,3660,32363,1171,Histamine H4 receptor,Homo sapiens
CHEMBL3761,3661,32307,54,Beta-glucosidase,Homo sapiens
CHEMBL3762,3662,32308,95,Voltage-gated L-type calcium channel alpha-1C subunit,Rattus norvegicus
CHEMBL3764,3663,32313,446,Urotensin II receptor,Homo sapiens
CHEMBL3766,3664,32317,560,Vasopressin V2 receptor,Rattus norvegicus
CHEMBL3768,3665,32312,304,Neprilysin,Oryctolagus cuniculus
CHEMBL3769,3666,32329,769,Trypsin I,Bos taurus
CHEMBL3771,3667,32314,214,Human herpes virus 5 capsid protein P40,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)
CHEMBL3772,3668,32320,522,Metabotropic glutamate receptor 1,Homo sapiens
CHEMBL3775,3671,32316,244,Dual specificity phosphatase Cdc25A,Homo sapiens
CHEMBL3776,3672,32321,396,Caspase-8,Homo sapiens
CHEMBL3777,3673,32318,33,Metabotropic glutamate receptor 7,Homo sapiens
CHEMBL3778,3674,32364,958,Interleukin-1 receptor-associated kinase 4,Homo sapiens
CHEMBL3780,3675,32323,56,Small conductance calcium-activated potassium channel protein 3,Rattus norvegicus
CHEMBL3782,3677,32322,60,Xaa-Pro aminopeptidase 1,Homo sapiens
CHEMBL3783,3678,32325,58,Fatty acid synthase,Rattus norvegicus
CHEMBL3784,3679,32324,38,Histone acetyltransferase p300,Homo sapiens
CHEMBL3785,3680,32337,564,Hydroxycarboxylic acid receptor 2,Homo sapiens
CHEMBL3788,3681,32350,778,Serine/threonine-protein kinase PLK4,Homo sapiens
CHEMBL3795,3683,32344,705,Melanocortin receptor 1,Homo sapiens
CHEMBL3797,3685,32328,101,Serine-protein kinase ATM,Homo sapiens
CHEMBL3798,3686,32343,584,Calcitonin gene-related peptide type 1 receptor,Homo sapiens
CHEMBL3799,3687,32330,47,Neurokinin 3 receptor,Cavia porcellus
CHEMBL3802,3688,32332,123,Neuropeptide Y receptor type 5,Mus musculus
CHEMBL3805,3689,32331,40,Voltage-gated L-type calcium channel alpha-1S subunit,Homo sapiens
CHEMBL3807,3690,32338,434,T-cell protein-tyrosine phosphatase,Homo sapiens
CHEMBL3808,3691,32333,36,S-adenosylmethionine decarboxylase 1,Rattus norvegicus
CHEMBL3813,3695,32335,85,Dipeptidyl peptidase IV,Sus scrofa
CHEMBL3815,3697,32346,541,Squalene synthetase,Rattus norvegicus
CHEMBL3816,3698,32342,269,Cytosolic phospholipase A2,Homo sapiens
CHEMBL3817,3699,32339,94,Bcl2-antagonist of cell death (BAD),Homo sapiens
CHEMBL3818,3700,32340,36,Neuronal acetylcholine receptor subunit alpha-3,Rattus norvegicus
CHEMBL3819,3701,32341,153,Lysophosphatidic acid receptor Edg-2,Homo sapiens
CHEMBL3820,3702,32352,452,Hexokinase type IV,Homo sapiens
CHEMBL3829,3708,32377,646,CaM kinase II gamma,Homo sapiens
CHEMBL3830,3709,32345,83,Adaptor-associated kinase,Homo sapiens
CHEMBL3831,3710,32384,717,MAP/microtubule affinity-regulating kinase 2,Homo sapiens
CHEMBL3833,3747,32347,89,Trace amine-associated receptor 1,Rattus norvegicus
CHEMBL3834,3748,32348,97,Tyrosine-protein kinase BMX,Homo sapiens
CHEMBL3835,3749,32426,1058,Serine/threonine-protein kinase NEK2,Homo sapiens
CHEMBL3836,3750,32406,903,LIM domain kinase 1,Homo sapiens
CHEMBL3837,3751,32541,1748,Cathepsin L,Homo sapiens
CHEMBL3840,3753,32351,61,Ribonucleoside-diphosphate reductase large chain,Herpes simplex virus (type 1 / strain 17)
CHEMBL3842,3754,32353,41,Metabotropic glutamate receptor 6,Rattus norvegicus
CHEMBL3849,3758,32356,39,Cytochrome P450 51,Homo sapiens
CHEMBL3855,3760,32357,64,UDP-3-O-acyl-GlcNAc deacetylase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)
CHEMBL3856,3761,32358,80,Brain glycogen phosphorylase,Homo sapiens
CHEMBL3858,3762,32359,30,Carnitine palmitoyltransferase 1A,Rattus norvegicus
CHEMBL3859,3763,32362,122,Cytochrome P450 19A1,Rattus norvegicus
CHEMBL3863,3765,32365,192,Protein kinase C mu,Homo sapiens
CHEMBL3864,3766,32376,307,Protein-tyrosine phosphatase 2C,Homo sapiens
CHEMBL3869,3770,32391,688,Matrix metalloproteinase 14,Homo sapiens
CHEMBL3870,3771,32367,37,Matrix metalloproteinase 9,Rattus norvegicus
CHEMBL3871,3772,32368,40,Aldehyde reductase,Rattus norvegicus
CHEMBL3872,3773,32369,59,C-C chemokine receptor type 1,Mus musculus
CHEMBL3873,3774,32370,31,Aminoacyl-tRNA synthetase,Homo sapiens
CHEMBL3878,3776,32372,47,Phosphodiesterase 6A,Homo sapiens
CHEMBL3879,3777,32373,34,Metabotropic glutamate receptor 7,Rattus norvegicus
CHEMBL3880,3778,32380,391,Heat shock protein HSP 90-alpha,Homo sapiens
CHEMBL3881,3779,32374,37,Tissue inhibitor of metalloproteinases-3,Rattus norvegicus
CHEMBL3882,3780,32375,33,Hexokinase type IV,Rattus norvegicus
CHEMBL3884,3782,32413,774,Sodium/glucose cotransporter 2,Homo sapiens
CHEMBL3886,3783,32397,694,Mixed lineage kinase 7,Homo sapiens
CHEMBL3890,3785,32378,198,Selectin E,Homo sapiens
CHEMBL3891,3786,32389,532,Calpain 1,Homo sapiens
CHEMBL3892,3787,32428,889,Sphingosine 1-phosphate receptor Edg-3,Homo sapiens
CHEMBL3897,3790,32383,134,DNA polymerase III,Bacillus subtilis (strain 168)
CHEMBL3898,3791,32388,395,Bone morphogenetic protein 1,Homo sapiens
CHEMBL3902,3793,32385,75,Glutathione S-transferase Pi,Homo sapiens
CHEMBL3905,3796,32445,919,Tyrosine-protein kinase Lyn,Homo sapiens
CHEMBL3906,3797,32386,84,Ribosomal protein S6 kinase alpha 2,Homo sapiens
CHEMBL3910,3799,32432,859,11-beta-hydroxysteroid dehydrogenase 1,Mus musculus
CHEMBL3911,3800,32398,351,Leukotriene B4 receptor 1,Homo sapiens
CHEMBL3912,3801,32390,159,Carbonic anhydrase XIII,Homo sapiens
CHEMBL3913,3802,32393,122,Complement C1s,Homo sapiens
CHEMBL3916,3803,32392,76,Acetylcholine receptor protein delta chain,Torpedo californica
CHEMBL3917,3804,32394,44,Thyroid hormone receptor beta-1,Rattus norvegicus
CHEMBL3918,3805,32395,61,Receptor-type tyrosine-protein phosphatase alpha,Homo sapiens
CHEMBL3919,3806,32396,36,Potassium-transporting ATPase alpha chain 1,Sus scrofa
CHEMBL3920,3807,32457,899,Protein kinase C theta,Homo sapiens
CHEMBL3921,3808,32399,218,Heparanase,Homo sapiens
CHEMBL3922,3809,32414,455,Methionine aminopeptidase 2,Homo sapiens
CHEMBL3923,3810,32405,174,Nischarin,Homo sapiens
CHEMBL3924,3811,32400,44,Dual specificity phosphatase 22,Homo sapiens
CHEMBL3927,3814,32403,78,SARS coronavirus 3C-like proteinase,SARS coronavirus
CHEMBL3933,3819,32404,101,Prostanoid DP receptor,Mus musculus
CHEMBL3935,3820,32407,128,Serine/threonine-protein kinase Aurora-C,Homo sapiens
CHEMBL3938,3823,32409,84,Serine/threonine-protein kinase 16,Homo sapiens
CHEMBL3939,3824,32408,35,Thioesterase GrsT homolog tycF,Brevibacillus brevis
CHEMBL3942,3825,32416,391,Neurokinin 1 receptor,Cavia porcellus
CHEMBL3943,3826,32437,671,Histamine H1 receptor,Cavia porcellus
CHEMBL3944,3827,32410,51,Vasopressin V2 receptor,Sus scrofa
CHEMBL3945,3828,32411,44,Choline acetylase,Rattus norvegicus
CHEMBL3948,3830,32493,1135,Angiotensin II type 1a (AT-1a) receptor,Oryctolagus cuniculus
CHEMBL3949,3831,32422,440,Endothelin receptor ET-B,Sus scrofa
CHEMBL3952,3832,32627,1863,Kappa opioid receptor,Cavia porcellus
CHEMBL3956,3834,32415,87,Mitogen-activated protein kinase kinase kinase 1,Homo sapiens
CHEMBL3959,3836,32417,233,Quinone reductase 2,Homo sapiens
CHEMBL3961,3873,32419,212,MAP kinase p38 beta,Homo sapiens
CHEMBL3963,3875,32420,35,Dihydrofolate reductase,Plasmodium berghei str. ANKA
CHEMBL3965,3877,32423,60,Leucine aminopeptidase,Homo sapiens
CHEMBL3969,3880,32427,183,Carbonic anhydrase VB,Homo sapiens
CHEMBL3972,3882,32424,93,GAR transformylase,Homo sapiens
CHEMBL3973,3883,32425,95,Fibroblast growth factor receptor 4,Homo sapiens
CHEMBL3974,3884,32462,645,Proteinase-activated receptor 1,Homo sapiens
CHEMBL3975,3885,32433,379,"Fructose-1,6-bisphosphatase",Homo sapiens
CHEMBL3976,3886,32522,1352,Dipeptidyl peptidase II,Homo sapiens
CHEMBL3979,3888,32556,1510,Peroxisome proliferator-activated receptor delta,Homo sapiens
CHEMBL3980,3889,32429,81,Serine/threonine-protein kinase 17B,Homo sapiens
CHEMBL3981,3890,32431,82,Serine/threonine-protein kinase 10,Homo sapiens
CHEMBL3982,3891,32461,534,Tyrosine-protein kinase FER,Homo sapiens
CHEMBL3983,3892,32438,154,Dual specificity protein kinase TTK,Homo sapiens
CHEMBL3984,3893,32434,84,Tyrosine- and threonine-specific cdc2-inhibitory kinase,Homo sapiens
CHEMBL3985,3894,32436,53,Voltage-dependent calcium channel alpha2delta subunit,Sus scrofa
CHEMBL3987,3896,32439,84,Ephrin type-A receptor 5,Homo sapiens
CHEMBL3988,3897,32440,92,Ephrin type-A receptor 4,Homo sapiens
CHEMBL3991,3898,32455,366,Coagulation factor VII,Homo sapiens
CHEMBL3994,3901,32443,47,Enoyl-[acyl-carrier-protein] reductase,Staphylococcus aureus subsp. aureus MRSA252
